Position,Complexity,SequenceID,K
684,0.0422282,"Super ISS Si1240",15
685,0.0422282,"Super ISS Si1240",15
686,0.0422282,"Super ISS Si1240",15
687,0.0422282,"Super ISS Si1240",15
688,0.0422282,"Super ISS Si1240",15
689,0.0422282,"Super ISS Si1240",15
690,0.0422282,"Super ISS Si1240",15
691,0.0422282,"Super ISS Si1240",15
692,0.0422282,"Super ISS Si1240",15
693,0.0422282,"Super ISS Si1240",15
694,0.0422282,"Super ISS Si1240",15
695,0.0422282,"Super ISS Si1240",15
696,0.0422282,"Super ISS Si1240",15
697,0.0422282,"Super ISS Si1240",15
698,0.0422282,"Super ISS Si1240",15
699,0.0422282,"Super ISS Si1240",15
700,0.0422282,"Super ISS Si1240",15
701,0.0422282,"Super ISS Si1240",15
702,0.0422282,"Super ISS Si1240",15
703,0.0422282,"Super ISS Si1240",15
704,0.0422282,"Super ISS Si1240",15
705,0.0422282,"Super ISS Si1240",15
706,0.0422282,"Super ISS Si1240",15
707,0.0422282,"Super ISS Si1240",15
708,0.0422282,"Super ISS Si1240",15
709,0.0422282,"Super ISS Si1240",15
710,0.0422282,"Super ISS Si1240",15
711,0.0422282,"Super ISS Si1240",15
712,0.0422282,"Super ISS Si1240",15
713,0.0422282,"Super ISS Si1240",15
714,0.0422282,"Super ISS Si1240",15
715,0.0422282,"Super ISS Si1240",15
716,0.0422282,"Super ISS Si1240",15
717,0.0422282,"Super ISS Si1240",15
718,0.0422282,"Super ISS Si1240",15
719,0.0422282,"Super ISS Si1240",15
720,0.0422282,"Super ISS Si1240",15
721,0.0422282,"Super ISS Si1240",15
722,0.0422282,"Super ISS Si1240",15
723,0.0422282,"Super ISS Si1240",15
724,0.0422282,"Super ISS Si1240",15
725,0.0422282,"Super ISS Si1240",15
726,0.0422282,"Super ISS Si1240",15
727,0.0422282,"Super ISS Si1240",15
728,0.0422282,"Super ISS Si1240",15
729,0.0422282,"Super ISS Si1240",15
730,0.0422282,"Super ISS Si1240",15
731,0.0422282,"Super ISS Si1240",15
732,0.0422282,"Super ISS Si1240",15
733,0.0422282,"Super ISS Si1240",15
734,0.0422282,"Super ISS Si1240",15
735,0.0422282,"Super ISS Si1240",15
736,0.0422282,"Super ISS Si1240",15
737,0.0422282,"Super ISS Si1240",15
738,0.0422282,"Super ISS Si1240",15
739,0.0422282,"Super ISS Si1240",15
740,0.0422282,"Super ISS Si1240",15
741,0.0422282,"Super ISS Si1240",15
742,0.0422282,"Super ISS Si1240",15
743,0.0422282,"Super ISS Si1240",15
744,0.0422282,"Super ISS Si1240",15
745,0.0422282,"Super ISS Si1240",15
746,0.0422282,"Super ISS Si1240",15
747,0.0422282,"Super ISS Si1240",15
748,0.0422282,"Super ISS Si1240",15
749,0.452512,"Super ISS Si1240",15
750,0.0558532,"Super ISS Si1240",15
751,0.0558532,"Super ISS Si1240",15
752,0.0558532,"Super ISS Si1240",15
753,0.0558532,"Super ISS Si1240",15
754,0.0558532,"Super ISS Si1240",15
755,0.0558532,"Super ISS Si1240",15
756,0.0558532,"Super ISS Si1240",15
757,0.0558532,"Super ISS Si1240",15
758,0.631355,"Super ISS Si1240",15
759,0.0824622,"Super ISS Si1240",15
760,0.0824622,"Super ISS Si1240",15
761,0.0824622,"Super ISS Si1240",15
762,0.0824622,"Super ISS Si1240",15
763,0.0824622,"Super ISS Si1240",15
764,0.0558532,"Super ISS Si1240",15
765,0.0558532,"Super ISS Si1240",15
766,0.0422282,"Super ISS Si1240",15
767,0.0422282,"Super ISS Si1240",15
768,0.0422282,"Super ISS Si1240",15
769,0.0422282,"Super ISS Si1240",15
770,0.0422282,"Super ISS Si1240",15
771,0.0422282,"Super ISS Si1240",15
772,0.0422282,"Super ISS Si1240",15
773,0.0422282,"Super ISS Si1240",15
774,0.0422282,"Super ISS Si1240",15
775,0.0422282,"Super ISS Si1240",15
776,0.0422282,"Super ISS Si1240",15
777,0.0422282,"Super ISS Si1240",15
778,0.0422282,"Super ISS Si1240",15
779,0.0422282,"Super ISS Si1240",15
780,0.0422282,"Super ISS Si1240",15
781,0.0422282,"Super ISS Si1240",15
782,0.0422282,"Super ISS Si1240",15
783,0.0422282,"Super ISS Si1240",15
784,0.0422282,"Super ISS Si1240",15
785,0.0422282,"Super ISS Si1240",15
786,0.0422282,"Super ISS Si1240",15
787,0.0422282,"Super ISS Si1240",15
788,0.0422282,"Super ISS Si1240",15
789,0.0422282,"Super ISS Si1240",15
790,0.0422282,"Super ISS Si1240",15
791,0.0422282,"Super ISS Si1240",15
792,0.0422282,"Super ISS Si1240",15
793,0.0422282,"Super ISS Si1240",15
794,0.0422282,"Super ISS Si1240",15
795,0.0422282,"Super ISS Si1240",15
796,0.0422282,"Super ISS Si1240",15
797,0.0422282,"Super ISS Si1240",15
798,0.0422282,"Super ISS Si1240",15
799,0.0422282,"Super ISS Si1240",15
800,0.0422282,"Super ISS Si1240",15
801,0.0422282,"Super ISS Si1240",15
802,0.0422282,"Super ISS Si1240",15
803,0.0422282,"Super ISS Si1240",15
804,0.0422282,"Super ISS Si1240",15
805,0.0422282,"Super ISS Si1240",15
806,0.0422282,"Super ISS Si1240",15
807,0.0422282,"Super ISS Si1240",15
808,0.0422282,"Super ISS Si1240",15
809,0.0422282,"Super ISS Si1240",15
810,0.0422282,"Super ISS Si1240",15
811,0.0422282,"Super ISS Si1240",15
812,0.452512,"Super ISS Si1240",15
813,0.0558532,"Super ISS Si1240",15
814,0.631355,"Super ISS Si1240",15
815,0.0824622,"Super ISS Si1240",15
816,0.0824622,"Super ISS Si1240",15
817,0.0824622,"Super ISS Si1240",15
818,0.0824622,"Super ISS Si1240",15
819,0.0824622,"Super ISS Si1240",15
820,0.0824622,"Super ISS Si1240",15
821,0.0824622,"Super ISS Si1240",15
822,0.0824622,"Super ISS Si1240",15
823,0.0824622,"Super ISS Si1240",15
824,0.0824622,"Super ISS Si1240",15
825,0.0558532,"Super ISS Si1240",15
826,0.0558532,"Super ISS Si1240",15
827,0.0558532,"Super ISS Si1240",15
828,0.0558532,"Super ISS Si1240",15
829,0.0558532,"Super ISS Si1240",15
830,0.0558532,"Super ISS Si1240",15
831,0.0558532,"Super ISS Si1240",15
832,0.0558532,"Super ISS Si1240",15
833,0.0422282,"Super ISS Si1240",15
834,0.0422282,"Super ISS Si1240",15
835,0.0422282,"Super ISS Si1240",15
836,0.0422282,"Super ISS Si1240",15
837,0.0422282,"Super ISS Si1240",15
838,0.0422282,"Super ISS Si1240",15
839,0.0422282,"Super ISS Si1240",15
840,0.0422282,"Super ISS Si1240",15
841,0.0422282,"Super ISS Si1240",15
842,0.0422282,"Super ISS Si1240",15
843,0.0422282,"Super ISS Si1240",15
844,0.0422282,"Super ISS Si1240",15
845,0.0422282,"Super ISS Si1240",15
846,0.0422282,"Super ISS Si1240",15
847,0.0422282,"Super ISS Si1240",15
848,0.0422282,"Super ISS Si1240",15
849,0.0422282,"Super ISS Si1240",15
850,0.0422282,"Super ISS Si1240",15
851,0.0422282,"Super ISS Si1240",15
852,0.0422282,"Super ISS Si1240",15
853,0.0422282,"Super ISS Si1240",15
854,0.0422282,"Super ISS Si1240",15
855,0.0422282,"Super ISS Si1240",15
856,0.0422282,"Super ISS Si1240",15
857,0.0422282,"Super ISS Si1240",15
858,0.0422282,"Super ISS Si1240",15
859,0.0422282,"Super ISS Si1240",15
860,0.0422282,"Super ISS Si1240",15
861,0.0422282,"Super ISS Si1240",15
862,0.0422282,"Super ISS Si1240",15
863,0.0422282,"Super ISS Si1240",15
864,0.0422282,"Super ISS Si1240",15
865,0.0422282,"Super ISS Si1240",15
866,0.0422282,"Super ISS Si1240",15
867,0.0422282,"Super ISS Si1240",15
868,0.0422282,"Super ISS Si1240",15
869,0.0422282,"Super ISS Si1240",15
870,0.0422282,"Super ISS Si1240",15
871,0.0422282,"Super ISS Si1240",15
872,0.0422282,"Super ISS Si1240",15
873,0.0422282,"Super ISS Si1240",15
874,0.0422282,"Super ISS Si1240",15
875,0.0422282,"Super ISS Si1240",15
876,0.0422282,"Super ISS Si1240",15
877,0.0422282,"Super ISS Si1240",15
878,0.0422282,"Super ISS Si1240",15
879,0.0422282,"Super ISS Si1240",15
880,0.0422282,"Super ISS Si1240",15
881,0.0422282,"Super ISS Si1240",15
882,0.0422282,"Super ISS Si1240",15
883,0.0422282,"Super ISS Si1240",15
884,0.0422282,"Super ISS Si1240",15
885,0.0422282,"Super ISS Si1240",15
886,0.0422282,"Super ISS Si1240",15
887,0.0339473,"Super ISS Si1240",15
888,0.0339473,"Super ISS Si1240",15
889,0.0339473,"Super ISS Si1240",15
890,0.0339473,"Super ISS Si1240",15
891,0.0339473,"Super ISS Si1240",15
892,0.0339473,"Super ISS Si1240",15
893,0.0339473,"Super ISS Si1240",15
894,0.0339473,"Super ISS Si1240",15
895,0.0339473,"Super ISS Si1240",15
896,0.0339473,"Super ISS Si1240",15
897,0.0339473,"Super ISS Si1240",15
898,0.0339473,"Super ISS Si1240",15
899,0.353016,"Super ISS Si1240",15
900,0.0422282,"Super ISS Si1240",15
901,0.452512,"Super ISS Si1240",15
902,0.0558532,"Super ISS Si1240",15
903,0.0558532,"Super ISS Si1240",15
904,0.0558532,"Super ISS Si1240",15
905,0.0558532,"Super ISS Si1240",15
906,0.0558532,"Super ISS Si1240",15
907,0.0558532,"Super ISS Si1240",15
908,0.0558532,"Super ISS Si1240",15
909,0.0558532,"Super ISS Si1240",15
910,0.0558532,"Super ISS Si1240",15
911,0.0558532,"Super ISS Si1240",15
912,0.0558532,"Super ISS Si1240",15
913,0.0558532,"Super ISS Si1240",15
914,0.0558532,"Super ISS Si1240",15
915,0.0558532,"Super ISS Si1240",15
916,0.0558532,"Super ISS Si1240",15
917,0.0558532,"Super ISS Si1240",15
918,0.0558532,"Super ISS Si1240",15
919,0.0558532,"Super ISS Si1240",15
920,0.0558532,"Super ISS Si1240",15
921,0.0558532,"Super ISS Si1240",15
922,0.0558532,"Super ISS Si1240",15
923,0.0558532,"Super ISS Si1240",15
924,0.0558532,"Super ISS Si1240",15
925,0.0558532,"Super ISS Si1240",15
926,0.0558532,"Super ISS Si1240",15
927,0.0558532,"Super ISS Si1240",15
928,0.0558532,"Super ISS Si1240",15
929,0.0558532,"Super ISS Si1240",15
930,0.0558532,"Super ISS Si1240",15
931,0.0558532,"Super ISS Si1240",15
932,0.0558532,"Super ISS Si1240",15
933,0.0558532,"Super ISS Si1240",15
934,0.0558532,"Super ISS Si1240",15
935,0.0558532,"Super ISS Si1240",15
936,0.0558532,"Super ISS Si1240",15
937,0.0558532,"Super ISS Si1240",15
938,0.0558532,"Super ISS Si1240",15
939,0.0558532,"Super ISS Si1240",15
940,0.0558532,"Super ISS Si1240",15
941,0.0558532,"Super ISS Si1240",15
942,0.0558532,"Super ISS Si1240",15
943,0.631355,"Super ISS Si1240",15
944,0.0824622,"Super ISS Si1240",15
945,0.0824622,"Super ISS Si1240",15
946,0.0824622,"Super ISS Si1240",15
947,0.0824622,"Super ISS Si1240",15
948,0.0824622,"Super ISS Si1240",15
949,0.0824622,"Super ISS Si1240",15
950,0.0824622,"Super ISS Si1240",15
951,0.0824622,"Super ISS Si1240",15
952,0.0824622,"Super ISS Si1240",15
953,0.0824622,"Super ISS Si1240",15
954,0.0824622,"Super ISS Si1240",15
955,0.0824622,"Super ISS Si1240",15
956,0.0824622,"Super ISS Si1240",15
957,0.0824622,"Super ISS Si1240",15
958,0.0824622,"Super ISS Si1240",15
959,0.0558532,"Super ISS Si1240",15
960,0.631355,"Super ISS Si1240",15
961,0.0824622,"Super ISS Si1240",15
962,0.0824622,"Super ISS Si1240",15
963,0.0824622,"Super ISS Si1240",15
964,0.0824622,"Super ISS Si1240",15
965,0.0824622,"Super ISS Si1240",15
966,0.0824622,"Super ISS Si1240",15
967,0.0824622,"Super ISS Si1240",15
968,1.05445,"Super ISS Si1240",15
969,0.157541,"Super ISS Si1240",15
970,0.0824622,"Super ISS Si1240",15
971,0.0824622,"Super ISS Si1240",15
972,0.0824622,"Super ISS Si1240",15
973,0.0558532,"Super ISS Si1240",15
974,0.0422282,"Super ISS Si1240",15
975,0.0422282,"Super ISS Si1240",15
976,0.0422282,"Super ISS Si1240",15
977,0.0422282,"Super ISS Si1240",15
978,0.0422282,"Super ISS Si1240",15
979,0.0422282,"Super ISS Si1240",15
980,0.0422282,"Super ISS Si1240",15
981,0.0422282,"Super ISS Si1240",15
982,0.0422282,"Super ISS Si1240",15
983,0.0422282,"Super ISS Si1240",15
984,0.0422282,"Super ISS Si1240",15
985,0.0422282,"Super ISS Si1240",15
986,0.0422282,"Super ISS Si1240",15
987,0.0339473,"Super ISS Si1240",15
988,0.0339473,"Super ISS Si1240",15
989,0.0339473,"Super ISS Si1240",15
990,0.0339473,"Super ISS Si1240",15
991,0.0339473,"Super ISS Si1240",15
992,0.0339473,"Super ISS Si1240",15
993,0.0339473,"Super ISS Si1240",15
994,0.0339473,"Super ISS Si1240",15
995,0.0339473,"Super ISS Si1240",15
996,0.0339473,"Super ISS Si1240",15
997,0.0339473,"Super ISS Si1240",15
998,0.0339473,"Super ISS Si1240",15
999,0.0339473,"Super ISS Si1240",15
1000,0.0339473,"Super ISS Si1240",15
1001,0.0339473,"Super ISS Si1240",15
1002,0.0339473,"Super ISS Si1240",15
1003,0.0339473,"Super ISS Si1240",15
1004,0.0339473,"Super ISS Si1240",15
1005,0.0339473,"Super ISS Si1240",15
1006,0.0339473,"Super ISS Si1240",15
1007,0.0339473,"Super ISS Si1240",15
1008,0.0339473,"Super ISS Si1240",15
1009,0.0339473,"Super ISS Si1240",15
1010,0.0339473,"Super ISS Si1240",15
1011,0.0339473,"Super ISS Si1240",15
1012,0.0339473,"Super ISS Si1240",15
1013,0.0339473,"Super ISS Si1240",15
1014,0.0339473,"Super ISS Si1240",15
1015,0.0339473,"Super ISS Si1240",15
1016,0.0339473,"Super ISS Si1240",15
1017,0.0339473,"Super ISS Si1240",15
1018,0.0339473,"Super ISS Si1240",15
1019,0.0339473,"Super ISS Si1240",15
1020,0.0339473,"Super ISS Si1240",15
1021,0.0339473,"Super ISS Si1240",15
1022,0.0339473,"Super ISS Si1240",15
1023,0.353016,"Super ISS Si1240",15
1024,0.0422282,"Super ISS Si1240",15
1025,0.0422282,"Super ISS Si1240",15
1026,0.0422282,"Super ISS Si1240",15
1027,0.0422282,"Super ISS Si1240",15
1028,0.0422282,"Super ISS Si1240",15
1029,0.0422282,"Super ISS Si1240",15
1030,0.0422282,"Super ISS Si1240",15
1031,0.0422282,"Super ISS Si1240",15
1032,0.0422282,"Super ISS Si1240",15
1033,0.0422282,"Super ISS Si1240",15
1034,0.0422282,"Super ISS Si1240",15
1035,0.0422282,"Super ISS Si1240",15
1036,0.0422282,"Super ISS Si1240",15
1037,0.0422282,"Super ISS Si1240",15
1038,0.0339473,"Super ISS Si1240",15
1039,0.0339473,"Super ISS Si1240",15
1040,0.0339473,"Super ISS Si1240",15
1041,0.0339473,"Super ISS Si1240",15
1042,0.0339473,"Super ISS Si1240",15
1043,0.0339473,"Super ISS Si1240",15
1044,0.0339473,"Super ISS Si1240",15
1045,0.0339473,"Super ISS Si1240",15
1046,0.0339473,"Super ISS Si1240",15
1047,0.0339473,"Super ISS Si1240",15
1048,0.0339473,"Super ISS Si1240",15
1049,0.0339473,"Super ISS Si1240",15
1050,0.0339473,"Super ISS Si1240",15
1051,0.0339473,"Super ISS Si1240",15
1052,0.0339473,"Super ISS Si1240",15
1053,0.0339473,"Super ISS Si1240",15
1054,0.0339473,"Super ISS Si1240",15
1055,0.0339473,"Super ISS Si1240",15
1056,0.0339473,"Super ISS Si1240",15
1057,0.0339473,"Super ISS Si1240",15
1058,0.0339473,"Super ISS Si1240",15
1059,0.0339473,"Super ISS Si1240",15
1060,0.0339473,"Super ISS Si1240",15
1061,0.0339473,"Super ISS Si1240",15
1062,0.0339473,"Super ISS Si1240",15
1063,0.0283818,"Super ISS Si1240",15
1064,0.0283818,"Super ISS Si1240",15
1065,0.0283818,"Super ISS Si1240",15
1066,0.0283818,"Super ISS Si1240",15
1067,0.0283818,"Super ISS Si1240",15
1068,0.0283818,"Super ISS Si1240",15
1069,0.0283818,"Super ISS Si1240",15
1070,0.0283818,"Super ISS Si1240",15
1071,0.0283818,"Super ISS Si1240",15
1072,0.0283818,"Super ISS Si1240",15
1073,0.0283818,"Super ISS Si1240",15
1074,0.0283818,"Super ISS Si1240",15
1075,0.0283818,"Super ISS Si1240",15
1076,0.0283818,"Super ISS Si1240",15
1077,0.0283818,"Super ISS Si1240",15
1078,0.0283818,"Super ISS Si1240",15
1079,0.0283818,"Super ISS Si1240",15
1080,0.0283818,"Super ISS Si1240",15
1081,0.0283818,"Super ISS Si1240",15
1082,0.0283818,"Super ISS Si1240",15
1083,0.0283818,"Super ISS Si1240",15
1084,0.0283818,"Super ISS Si1240",15
1085,0.0283818,"Super ISS Si1240",15
1086,0.0283818,"Super ISS Si1240",15
1087,0.0283818,"Super ISS Si1240",15
1088,0.0283818,"Super ISS Si1240",15
1089,0.0283818,"Super ISS Si1240",15
1090,0.0283818,"Super ISS Si1240",15
1091,0.0283818,"Super ISS Si1240",15
1092,0.0283818,"Super ISS Si1240",15
1093,0.0283818,"Super ISS Si1240",15
1094,0.0283818,"Super ISS Si1240",15
1095,0.0283818,"Super ISS Si1240",15
1096,0.0283818,"Super ISS Si1240",15
1097,0.0283818,"Super ISS Si1240",15
1098,0.0283818,"Super ISS Si1240",15
1099,0.0283818,"Super ISS Si1240",15
1100,0.0283818,"Super ISS Si1240",15
1101,0.0283818,"Super ISS Si1240",15
1102,0.0283818,"Super ISS Si1240",15
1103,0.0283818,"Super ISS Si1240",15
1104,0.0283818,"Super ISS Si1240",15
1105,0.0283818,"Super ISS Si1240",15
1106,0.0283818,"Super ISS Si1240",15
1107,0.289507,"Super ISS Si1240",15
1108,0.353016,"Super ISS Si1240",15
1109,0.0422282,"Super ISS Si1240",15
1110,0.452512,"Super ISS Si1240",15
1111,0.0558532,"Super ISS Si1240",15
1112,0.0558532,"Super ISS Si1240",15
1113,0.0558532,"Super ISS Si1240",15
1114,0.0558532,"Super ISS Si1240",15
1115,0.0558532,"Super ISS Si1240",15
1116,0.631355,"Super ISS Si1240",15
1117,0.0824622,"Super ISS Si1240",15
1118,0.0824622,"Super ISS Si1240",15
1119,0.0824622,"Super ISS Si1240",15
1120,0.0824622,"Super ISS Si1240",15
1121,0.0824622,"Super ISS Si1240",15
1122,1.05445,"Super ISS Si1240",15
1123,0.157541,"Super ISS Si1240",15
1124,0.157541,"Super ISS Si1240",15
1125,0.157541,"Super ISS Si1240",15
1126,0.157541,"Super ISS Si1240",15
1127,0.157541,"Super ISS Si1240",15
1128,0.157541,"Super ISS Si1240",15
1129,0.157541,"Super ISS Si1240",15
1130,0.157541,"Super ISS Si1240",15
1131,0.157541,"Super ISS Si1240",15
1132,0.0824622,"Super ISS Si1240",15
1133,0.0824622,"Super ISS Si1240",15
1134,0.0824622,"Super ISS Si1240",15
1135,0.0824622,"Super ISS Si1240",15
1136,0.0824622,"Super ISS Si1240",15
1137,0.0824622,"Super ISS Si1240",15
1138,0.0824622,"Super ISS Si1240",15
1139,0.0824622,"Super ISS Si1240",15
1140,0.0824622,"Super ISS Si1240",15
1141,0.0824622,"Super ISS Si1240",15
1142,0.0824622,"Super ISS Si1240",15
1143,0.0824622,"Super ISS Si1240",15
1144,0.0824622,"Super ISS Si1240",15
1145,0.0824622,"Super ISS Si1240",15
1146,0.0824622,"Super ISS Si1240",15
1147,0.0824622,"Super ISS Si1240",15
1148,0.0824622,"Super ISS Si1240",15
1149,0.0824622,"Super ISS Si1240",15
1150,0.0824622,"Super ISS Si1240",15
1151,0.0824622,"Super ISS Si1240",15
1152,0.0824622,"Super ISS Si1240",15
1153,0.0824622,"Super ISS Si1240",15
1154,0.0824622,"Super ISS Si1240",15
1155,0.0824622,"Super ISS Si1240",15
1156,0.0824622,"Super ISS Si1240",15
1157,0.0824622,"Super ISS Si1240",15
1158,0.0824622,"Super ISS Si1240",15
1159,0.0824622,"Super ISS Si1240",15
1160,0.0824622,"Super ISS Si1240",15
1161,0.0824622,"Super ISS Si1240",15
1162,0.0824622,"Super ISS Si1240",15
1163,0.0824622,"Super ISS Si1240",15
1164,0.0824622,"Super ISS Si1240",15
1165,0.0824622,"Super ISS Si1240",15
1166,0.0824622,"Super ISS Si1240",15
1167,0.0824622,"Super ISS Si1240",15
1168,0.0824622,"Super ISS Si1240",15
1169,0.0824622,"Super ISS Si1240",15
1170,0.0824622,"Super ISS Si1240",15
1171,0.0824622,"Super ISS Si1240",15
1172,0.0824622,"Super ISS Si1240",15
1173,1.05445,"Super ISS Si1240",15
1174,0.157541,"Super ISS Si1240",15
1175,0.157541,"Super ISS Si1240",15
1176,0.157541,"Super ISS Si1240",15
1177,0.157541,"Super ISS Si1240",15
1178,0.157541,"Super ISS Si1240",15
1179,0.157541,"Super ISS Si1240",15
1180,0.157541,"Super ISS Si1240",15
1181,0.157541,"Super ISS Si1240",15
1182,0.157541,"Super ISS Si1240",15
1183,0.157541,"Super ISS Si1240",15
1184,0.157541,"Super ISS Si1240",15
1185,0.157541,"Super ISS Si1240",15
1186,0.157541,"Super ISS Si1240",15
1187,0.157541,"Super ISS Si1240",15
1188,0.157541,"Super ISS Si1240",15
1189,0.157541,"Super ISS Si1240",15
1190,0.157541,"Super ISS Si1240",15
1191,0.157541,"Super ISS Si1240",15
1192,0.157541,"Super ISS Si1240",15
1193,0.157541,"Super ISS Si1240",15
1194,0.157541,"Super ISS Si1240",15
1195,0.157541,"Super ISS Si1240",15
1196,0.157541,"Super ISS Si1240",15
1197,0.157541,"Super ISS Si1240",15
1198,0.157541,"Super ISS Si1240",15
1199,0.157541,"Super ISS Si1240",15
1200,0.157541,"Super ISS Si1240",15
1201,4.85798,"Super ISS Si1240",15
1202,2,"Super ISS Si1240",15
1203,2,"Super ISS Si1240",15
1204,2,"Super ISS Si1240",15
1205,2,"Super ISS Si1240",15
1206,2,"Super ISS Si1240",15
1207,2,"Super ISS Si1240",15
1208,2,"Super ISS Si1240",15
1209,2,"Super ISS Si1240",15
1210,2,"Super ISS Si1240",15
1211,2,"Super ISS Si1240",15
1212,2,"Super ISS Si1240",15
1213,2,"Super ISS Si1240",15
1214,2,"Super ISS Si1240",15
1215,2,"Super ISS Si1240",15
1216,2,"Super ISS Si1240",15
1217,2,"Super ISS Si1240",15
1218,2,"Super ISS Si1240",15
1219,2,"Super ISS Si1240",15
1220,2,"Super ISS Si1240",15
1221,2,"Super ISS Si1240",15
1222,2,"Super ISS Si1240",15
1223,2,"Super ISS Si1240",15
1224,2,"Super ISS Si1240",15
1225,2,"Super ISS Si1240",15
1226,2,"Super ISS Si1240",15
1227,2,"Super ISS Si1240",15
1228,2,"Super ISS Si1240",15
1229,2,"Super ISS Si1240",15
1230,2,"Super ISS Si1240",15
1231,2,"Super ISS Si1240",15
1232,2,"Super ISS Si1240",15
1233,2,"Super ISS Si1240",15
1234,2,"Super ISS Si1240",15
1235,2,"Super ISS Si1240",15
1236,2,"Super ISS Si1240",15
1237,2,"Super ISS Si1240",15
1238,2,"Super ISS Si1240",15
1239,2,"Super ISS Si1240",15
